,Champ,Stats,Items,Runes
174,"Ornn
Tank
Fighter","Games Played52928561
Pick Rate7.14%
Win Rate53%","['Corrupting Potion', ""Randuin's Omen"", ""Giant's Belt"", 'Plated Steelcaps', 'Bramble Vest', 'Rimeforged Grasp', 'Farsight Alteration', 'Ignite', 'Teleport', '', '', '', '']","['4\nResolve', 'Grasp of the Undying\nEvery 4s your next attack on a champion deals bonus magic damage, heals you, and permanently increases your health.', ""Font of Life\nImpairing the movement of an enemy champion marks them. Your allies heal when attacking champions you've marked."", 'Conditioning\nAfter 12 min gain +9 Armor and +9 Magic Resist and increase your Armor and Magic Resist by 5%.', 'Overgrowth\nGain permanent max health when minions or monsters die near you.', '4\nInspiration', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', 'Attack Speed\n+10% Attack Speed', 'Armor\n+6 Armor', 'Scaling Health\n+15-90 HP (based on level)']"
175,"Ornn
Tank
Fighter","Games Played52928561
Pick Rate7.14%
Win Rate53%","['Aegis of the Legion', 'Cloth Armor', 'Null-Magic Mantle', 'Rimeforged Grasp', 'Plated Steelcaps', ""Warmog's Armor"", 'Stealth Ward', 'Teleport', 'Flash', '', '', '', '']","['5\nInspiration', 'Unsealed Spellbook\nSwap Summoner Spells while out of combat. Swapping to unique Summoner Spells will increase the rate at which you can make future swaps.', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', '4\nResolve', 'Second Wind\nAfter taking damage from an enemy champion heal back some missing health over time.', 'Revitalize\nGain 5% Heal and Shield Power.\n\nHeals and shields you cast or receive are 10% stronger on targets below 40% health.', 'Scaling Cooldown Reduction\n+1-10% CDR (based on level)', 'Armor\n+6 Armor', 'Armor\n+6 Armor']"
176,"Pantheon
Fighter
Assassin","Games Played5003918
Pick Rate7.14%
Win Rate53%","['Runesteel Spaulders', 'Mobility Boots', 'Serrated Dirk', 'Vampiric Scepter', 'Long Sword', 'Control Ward', 'Oracle Lens', 'Flash', 'Ignite', '', '', '', '']","['1\nPrecision', 'Press the Attack\nHitting an enemy champion 3 consecutive times makes them vulnerable, dealing bonus damage and causing them to take more damage from all sources for 6s.', 'Presence of Mind\nIncrease your mana or energy regeneration when damaging an enemy champion. Takedowns restore mana or energy.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Coup de Grace\nDeal more damage to low health enemy champions.', '1\nDomination', 'Zombie Ward\nTakedowns on enemy Wards cause friendly Zombie Wards to sprout from their corpses. Gain permanent AD or AP, adaptive for each Zombie Ward spawned plus bonus upon completion.', 'Relentless Hunter\nUnique takedowns grant permanent out of combat MS.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
177,"Pantheon
Fighter
Assassin","Games Played5003918
Pick Rate7.14%
Win Rate53%","['Runesteel Spaulders', '', 'Plated Steelcaps', 'Evenshroud', '', '', 'Oracle Lens', 'Ignite', 'Flash', '', '', '', '']","['2\nDomination', 'Predator\nAdd an active effect to your boots that grants a large boost of MS and causes your next attack or ability to deal bonus adaptive damage.', 'Cheap Shot\nDeal bonus true damage to enemy champions with impaired movement or actions.', 'Zombie Ward\nTakedowns on enemy Wards cause friendly Zombie Wards to sprout from their corpses. Gain permanent AD or AP, adaptive for each Zombie Ward spawned plus bonus upon completion.', 'Ingenious Hunter\nUnique takedowns grant permanent Item Haste (includes Trinkets).', '4\nInspiration', 'Time Warp Tonic\nPotions and biscuits grant some restoration immediately. Gain MS while under their effects.', 'Hextech Flashtraption\nWhile Flash is on cooldown it is replaced by Hexflash.\n\nHexflash: Channel, then blink to a new location.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
178,"Poppy
Tank
Fighter","Games Played16663496
Pick Rate7.14%
Win Rate51%","['İlahsindiren', 'Dev Kemeri', 'Dikenli Yelek', '', '', 'Ionia Çizmeleri', 'Kâhin Merceği', 'Çarp', 'Sıçra', '', '', '', '']","['3\nSorcery', 'Phase Rush\nHitting an enemy champion with 3 separate attacks or abilities grants a burst of MS.', 'Nimbus Cloak\nAfter casting a Summoner Spell, gain a short Move Speed increase that allows you to pass through units.', 'Celerity\nAll Move Speed bonuses are 7% more effective on you and gain 1% Move Speed.', 'Waterwalking\nGain MS and AP or AD, adaptive in the river.', '1\nPrecision', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
179,"Poppy
Tank
Fighter","Games Played16663496
Pick Rate7.14%
Win Rate51%","['Musibet İksiri', 'İlahsindiren', 'Çelik Kaplamalı Çizme', 'Dikenli Yelek', ""Sterak'ın Güvencesi"", 'Kontrol Totemi', 'Görünmez Totem', 'Sıçra', 'Işınlan', '', '', '', '']","['4\nResolve', 'Grasp of the Undying\nEvery 4s your next attack on a champion deals bonus magic damage, heals you, and permanently increases your health.', 'Shield Bash\nWhenever you gain a shield, your next basic attack against a champion deals bonus adaptive damage.', 'Bone Plating\nAfter taking damage from an enemy champion, the next 3 spells or attacks you receive from them deal 30-60 less damage.\n\n\nDuration: 1.5s\nCooldown: 45s', 'Overgrowth\nGain permanent max health when minions or monsters die near you.', '4\nInspiration', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Time Warp Tonic\nPotions and biscuits grant some restoration immediately. Gain MS while under their effects.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
180,"Pyke
Support
Assassin","Games Played12885
Pick Rate7.14%
Win Rate48%","['Klaue des Meuchlers', 'Schattengleve', 'Schulterplatten von Weißfels', 'Kontroll-Auge', 'Stiefel der Beweglichkeit', 'Gezackter Langdolch', 'Linse des Orakels', 'Entzünden', 'Blitz', '', '', '', '']","['2\nDomination', 'Hail of Blades\nGain a large amount of Attack Speed for the first 3 attacks made against enemy champions.', 'Cheap Shot\nDeal bonus true damage to enemy champions with impaired movement or actions.', 'Zombie Ward\nTakedowns on enemy Wards cause friendly Zombie Wards to sprout from their corpses. Gain permanent AD or AP, adaptive for each Zombie Ward spawned plus bonus upon completion.', 'Relentless Hunter\nUnique takedowns grant permanent out of combat MS.', '4\nInspiration', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Time Warp Tonic\nPotions and biscuits grant some restoration immediately. Gain MS while under their effects.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
181,"Pyke
Support
Assassin","Games Played12885
Pick Rate7.14%
Win Rate48%","['Duskblade of Draktharr', ""Youmuu's Ghostblade"", 'Broken Stopwatch', 'Ionian Boots of Lucidity', 'Maw of Malmortius', 'Axiom Arc', 'Oracle Lens', 'Flash', 'Teleport', '', '', '', '']","['2\nDomination', 'Hail of Blades\nGain a large amount of Attack Speed for the first 3 attacks made against enemy champions.', 'Cheap Shot\nDeal bonus true damage to enemy champions with impaired movement or actions.', 'Eyeball Collection\nCollect eyeballs for champion takedowns. Gain permanent AD or AP, adaptive for each eyeball plus bonus upon collection completion.', 'Ultimate Hunter\nUnique takedowns grant permanent cooldown reduction on your Ultimate.', '3\nResolve', 'Second Wind\nAfter taking damage from an enemy champion heal back some missing health over time.', 'Overgrowth\nGain permanent max health when minions or monsters die near you.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Magic Resist\n+8 Magic Resist']"
182,"Qiyana
Assassin
Fighter","Games Played290684
Pick Rate7.14%
Win Rate50%","['Youmus Geistklinge', 'Klaue des Meuchlers', 'Seryldas Bitterkeit', 'Ionische Stiefel der Deutlichkeit', 'Hextrinker', 'Kontroll-Auge', 'Linse des Orakels', 'Blitz', 'Zerschmettern', '', '', '', '']","['2\nDomination', 'Electrocute\nHitting a champion with 3 separate attacks or abilities in 3s deals bonus adaptive damage.', 'Sudden Impact\nGain a burst of Lethality and Magic Penetration after using a dash, leap, blink, teleport, or when leaving stealth.', 'Eyeball Collection\nCollect eyeballs for champion takedowns. Gain permanent AD or AP, adaptive for each eyeball plus bonus upon collection completion.', 'Ultimate Hunter\nUnique takedowns grant permanent cooldown reduction on your Ultimate.', '4\nInspiration', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
183,"Qiyana
Assassin
Fighter","Games Played290684
Pick Rate7.14%
Win Rate50%","[""Youmuu's Ghostblade"", ""Prowler's Claw"", 'Guardian Angel', ""Serylda's Grudge"", 'Ionian Boots of Lucidity', '', 'Oracle Lens', 'Smite', 'Flash', '', '', '', '']","['5\nInspiration', 'First Strike\nWhen you initiate champion combat, deal 10% extra damage for 3 seconds and gain gold based on damage dealt.', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', ""Future's Market\nYou can enter debt to buy items."", 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', '2\nDomination', 'Relentless Hunter\nUnique takedowns grant permanent out of combat MS.', 'Eyeball Collection\nCollect eyeballs for champion takedowns. Gain permanent AD or AP, adaptive for each eyeball plus bonus upon collection completion.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
184,"Quinn
Marksman
Assassin","Games Played19249387
Pick Rate7.14%
Win Rate53%","['Immortal Shieldbow', ""Wit's End"", 'B. F. Sword', 'Plated Steelcaps', 'Mortal Reminder', 'Serrated Dirk', 'Oracle Lens', 'Flash', 'Ignite', '', '', '', '']","['1\nPrecision', 'Press the Attack\nHitting an enemy champion 3 consecutive times makes them vulnerable, dealing bonus damage and causing them to take more damage from all sources for 6s.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Coup de Grace\nDeal more damage to low health enemy champions.', '1\nDomination', 'Taste of Blood\nHeal when you damage an enemy champion.', 'Ravenous Hunter\nUnique takedowns grant permanent Omnivamp.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
185,"Quinn
Marksman
Assassin","Games Played19249387
Pick Rate7.14%
Win Rate53%","['Galeforce', 'Dagger', ""Berserker's Greaves"", 'Zeal', 'Stormrazor', '', 'Oracle Lens', 'Flash', 'Ghost', '', '', '', '']","['1\nPrecision', 'Press the Attack\nHitting an enemy champion 3 consecutive times makes them vulnerable, dealing bonus damage and causing them to take more damage from all sources for 6s.', 'Presence of Mind\nIncrease your mana or energy regeneration when damaging an enemy champion. Takedowns restore mana or energy.', 'Legend: Bloodline\nTakedowns on enemies grant permanent Lifesteal. Weaker earlier but stronger later game than other Legend Runes.', 'Cut Down\nDeal more damage to champions with more max health than you.', '1\nDomination', 'Taste of Blood\nHeal when you damage an enemy champion.', 'Ravenous Hunter\nUnique takedowns grant permanent Omnivamp.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
186,"Rakan
Support","Games Played1519
Pick Rate7.14%
Win Rate31%","['Bulwark of the Mountain', 'Kindlegem', 'Ionian Boots of Lucidity', 'Locket of the Iron Solari', 'Faerie Charm', 'Control Ward', 'Oracle Lens', 'Flash', 'Ignite', '', '', '', '']","['4\nResolve', ""Guardian\nGuard allies you cast spells on and those that are very nearby. If you or a guarded ally would take damage based on level, you're both granted a shield."", ""Font of Life\nImpairing the movement of an enemy champion marks them. Your allies heal when attacking champions you've marked."", 'Bone Plating\nAfter taking damage from an enemy champion, the next 3 spells or attacks you receive from them deal 30-60 less damage.\n\n\nDuration: 1.5s\nCooldown: 45s', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', '4\nInspiration', 'Biscuit Delivery\nGain a free Biscuit every 2 min, until 6 min. Consuming or selling a Biscuit permanently increases your max mana and restores health and mana.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
187,"Rakan
Support","Games Played1519
Pick Rate7.14%
Win Rate31%","['Everfrost', 'Shadowflame', 'Shard of True Ice', '', ""Mercury's Treads"", 'Cloth Armor', 'Oracle Lens', 'Ignite', 'Flash', '', '', '', '']","['4\nResolve', ""Guardian\nGuard allies you cast spells on and those that are very nearby. If you or a guarded ally would take damage based on level, you're both granted a shield."", ""Font of Life\nImpairing the movement of an enemy champion marks them. Your allies heal when attacking champions you've marked."", 'Second Wind\nAfter taking damage from an enemy champion heal back some missing health over time.', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', '1\nPrecision', 'Presence of Mind\nIncrease your mana or energy regeneration when damaging an enemy champion. Takedowns restore mana or energy.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Adaptive Force\n+9 Adaptive Force', 'Magic Resist\n+8 Magic Resist', 'Armor\n+6 Armor']"
188,"Rammus
Tank
Fighter","Games Played27280
Pick Rate7.14%
Win Rate48%","['Sandales de Mercure', 'Chimico-scaphandre turbo', 'Balise de contrôle', 'Plaque du mort', 'Cotte épineuse', 'Force de la nature', 'Brouilleur oraculaire', 'Châtiment', 'Saut éclair', '', '', '', '']","['2\nDomination', 'Predator\nAdd an active effect to your boots that grants a large boost of MS and causes your next attack or ability to deal bonus adaptive damage.', 'Cheap Shot\nDeal bonus true damage to enemy champions with impaired movement or actions.', 'Eyeball Collection\nCollect eyeballs for champion takedowns. Gain permanent AD or AP, adaptive for each eyeball plus bonus upon collection completion.', 'Ingenious Hunter\nUnique takedowns grant permanent Item Haste (includes Trinkets).', '1\nPrecision', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Attack Speed\n+10% Attack Speed', 'Armor\n+6 Armor', 'Magic Resist\n+8 Magic Resist']"
189,"Rammus
Tank
Fighter","Games Played27280
Pick Rate7.14%
Win Rate48%","['Plated Steelcaps', 'Refillable Potion', 'Control Ward', 'Thornmail', 'Ruby Crystal', 'Frostfire Gauntlet', 'Oracle Lens', 'Flash', 'Smite', '', '', '', '']","['4\nResolve', 'Aftershock\nAfter immobilizing an enemy champion gain defenses and later deal a burst of magic damage around you.', ""Font of Life\nImpairing the movement of an enemy champion marks them. Your allies heal when attacking champions you've marked."", 'Conditioning\nAfter 12 min gain +9 Armor and +9 Magic Resist and increase your Armor and Magic Resist by 5%.', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', '1\nPrecision', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
190,"Rek'Sai
Fighter","Games Played20076
Pick Rate7.14%
Win Rate61%","[""Caulfield's Warhammer"", 'Serrated Dirk', 'Refillable Potion', 'Slightly Magical Footwear', '', '', 'Oracle Lens', 'Smite', 'Flash', '', '', '', '']","['1\nPrecision', 'Conqueror\nGain stacks of adaptive force when attacking enemy champions. After reaching 12 stacks, heal for a portion of damage you deal to champions.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Coup de Grace\nDeal more damage to low health enemy champions.', '4\nInspiration', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
191,"Rek'Sai
Fighter","Games Played20076
Pick Rate7.14%
Win Rate61%","[""Prowler's Claw"", 'Last Whisper', 'Edge of Night', 'Plated Steelcaps', 'Umbral Glaive', 'Stopwatch', 'Oracle Lens', 'Flash', 'Smite', '', '', '', '']","['1\nPrecision', 'Conqueror\nGain stacks of adaptive force when attacking enemy champions. After reaching 12 stacks, heal for a portion of damage you deal to champions.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Coup de Grace\nDeal more damage to low health enemy champions.', '4\nInspiration', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
192,"Rell
Tank","Games Played2534
Pick Rate7.14%
Win Rate58%","['Turbo Chemtank', 'Bulwark of the Mountain', 'Control Ward', ""Zhonya's Hourglass"", 'Ionian Boots of Lucidity', '', 'Oracle Lens', 'Ignite', 'Flash', '', '', '', '']","['5\nInspiration', 'Glacial Augment\nImmobilizing an enemy champion will cause 3 glacial rays that slow nearby enemies and reducing their damage to your allies. 25s cooldown.', 'Hextech Flashtraption\nWhile Flash is on cooldown it is replaced by Hexflash.\n\nHexflash: Channel, then blink to a new location.', 'Minion Dematerializer\nStart the game with 3 Minion Dematerializers. Killing minions with the item gives permanent bonus damage vs. that minion type.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', '4\nResolve', 'Bone Plating\nAfter taking damage from an enemy champion, the next 3 spells or attacks you receive from them deal 30-60 less damage.\n\n\nDuration: 1.5s\nCooldown: 45s', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', 'Scaling Cooldown Reduction\n+1-10% CDR (based on level)', 'Armor\n+6 Armor', 'Armor\n+6 Armor']"
193,"Rell
Tank","Games Played2534
Pick Rate7.14%
Win Rate58%","['Refillable Potion', 'Control Ward', 'Kindlegem', 'Plated Steelcaps', 'Bramble Vest', ""Targon's Buckler"", 'Oracle Lens', 'Flash', 'Ignite', '', '', '', '']","['4\nResolve', 'Aftershock\nAfter immobilizing an enemy champion gain defenses and later deal a burst of magic damage around you.', 'Shield Bash\nWhenever you gain a shield, your next basic attack against a champion deals bonus adaptive damage.', 'Bone Plating\nAfter taking damage from an enemy champion, the next 3 spells or attacks you receive from them deal 30-60 less damage.\n\n\nDuration: 1.5s\nCooldown: 45s', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', '4\nInspiration', 'Hextech Flashtraption\nWhile Flash is on cooldown it is replaced by Hexflash.\n\nHexflash: Channel, then blink to a new location.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', 'Scaling Cooldown Reduction\n+1-10% CDR (based on level)', 'Armor\n+6 Armor', 'Armor\n+6 Armor']"
194,"Renekton
Fighter
Tank","Games Played76780746
Pick Rate7.14%
Win Rate47%","['Goredrinker', ""Anathema's Chains"", 'Aegis of the Legion', ""Death's Dance"", 'Plated Steelcaps', 'Black Cleaver', 'Oracle Lens', 'Teleport', 'Flash', '', '', '', '']","['1\nPrecision', 'Press the Attack\nHitting an enemy champion 3 consecutive times makes them vulnerable, dealing bonus damage and causing them to take more damage from all sources for 6s.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Coup de Grace\nDeal more damage to low health enemy champions.', '3\nResolve', 'Second Wind\nAfter taking damage from an enemy champion heal back some missing health over time.', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
195,"Renekton
Fighter
Tank","Games Played76780746
Pick Rate7.14%
Win Rate47%","['Long Sword', 'Goredrinker', 'Refillable Potion', 'Ruby Crystal', ""Mercury's Treads"", ""Doran's Blade"", 'Stealth Ward', 'Flash', 'Teleport', '', '', '', '']","['1\nPrecision', 'Press the Attack\nHitting an enemy champion 3 consecutive times makes them vulnerable, dealing bonus damage and causing them to take more damage from all sources for 6s.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Coup de Grace\nDeal more damage to low health enemy champions.', '3\nResolve', 'Second Wind\nAfter taking damage from an enemy champion heal back some missing health over time.', 'Unflinching\nGain a small amount of tenacity that increases with missing health.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
196,"Rengar
Assassin
Fighter","Games Played18765383
Pick Rate7.14%
Win Rate49%","['Control Ward', '', 'Ionian Boots of Lucidity', 'Infinity Edge', 'Essence Reaver', 'Immortal Shieldbow', 'Oracle Lens', 'Smite', 'Flash', '', '', '', '']","['1\nPrecision', 'Conqueror\nGain stacks of adaptive force when attacking enemy champions. After reaching 12 stacks, heal for a portion of damage you deal to champions.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Bloodline\nTakedowns on enemies grant permanent Lifesteal. Weaker earlier but stronger later game than other Legend Runes.', 'Last Stand\nDeal more damage to champions while you are low on health.', '4\nInspiration', 'Magical Footwear\nYou get free boots at 12 min but you cannot buy boots before then. Each takedown you get makes your boots come 45s sooner.', 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
197,"Rengar
Assassin
Fighter","Games Played18765383
Pick Rate7.14%
Win Rate49%","['Duskblade of Draktharr', 'Plated Steelcaps', 'Essence Reaver', 'The Collector', 'Infinity Edge', ""Lord Dominik's Regards"", 'Stealth Ward', 'Teleport', 'Ignite', '', '', '', '']","['1\nPrecision', 'Fleet Footwork\nAttacking and moving builds Energy stacks. At 100 stacks, your next attack heals you and grants increased MS.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Last Stand\nDeal more damage to champions while you are low on health.', '3\nResolve', 'Revitalize\nGain 5% Heal and Shield Power.\n\nHeals and shields you cast or receive are 10% stronger on targets below 40% health.', 'Second Wind\nAfter taking damage from an enemy champion heal back some missing health over time.', 'Attack Speed\n+10% Attack Speed', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
198,"Riven
Fighter
Assassin","Games Played250621472
Pick Rate7.14%
Win Rate51%","['Goredrinker', ""Executioner's Calling"", 'Ionian Boots of Lucidity', ""Doran's Blade"", ""Caulfield's Warhammer"", 'Kindlegem', 'Stealth Ward', 'Flash', 'Teleport', '', '', '', '']","['1\nPrecision', 'Conqueror\nGain stacks of adaptive force when attacking enemy champions. After reaching 12 stacks, heal for a portion of damage you deal to champions.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Alacrity\nTakedowns on enemies grant permanent Attack Speed.', 'Last Stand\nDeal more damage to champions while you are low on health.', '3\nResolve', 'Shield Bash\nWhenever you gain a shield, your next basic attack against a champion deals bonus adaptive damage.', 'Bone Plating\nAfter taking damage from an enemy champion, the next 3 spells or attacks you receive from them deal 30-60 less damage.\n\n\nDuration: 1.5s\nCooldown: 45s', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
199,"Riven
Fighter
Assassin","Games Played250621472
Pick Rate7.14%
Win Rate51%","['Ionian Boots of Lucidity', 'Goredrinker', ""Youmuu's Ghostblade"", ""Death's Dance"", ""Caulfield's Warhammer"", '', 'Oracle Lens', 'Flash', 'Ignite', '', '', '', '']","['1\nPrecision', 'Conqueror\nGain stacks of adaptive force when attacking enemy champions. After reaching 12 stacks, heal for a portion of damage you deal to champions.', 'Triumph\nTakedowns restore 12% of your missing health and grant an additional 20 gold.', 'Legend: Tenacity\nTakedowns on enemies grant permanent Tenacity.', 'Last Stand\nDeal more damage to champions while you are low on health.', '2\nSorcery', 'Nimbus Cloak\nAfter casting a Summoner Spell, gain a short Move Speed increase that allows you to pass through units.', 'Transcendence\nGain bonuses upon reaching the following levels:\nLevel 5: +5 Ability Haste\nLevel 8: +5 Ability Haste\nLevel 11: On Champion takedown, reduce the remaining cooldown of basic abilities by 20%.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
200,"Rumble
Fighter
Mage","Games Played6895994
Pick Rate7.14%
Win Rate48%","['Needlessly Large Rod', 'Hextech Rocketbelt', ""Zhonya's Hourglass"", 'Void Staff', 'Morellonomicon', ""Sorcerer's Shoes"", 'Stealth Ward', 'Teleport', 'Flash', '', '', '', '']","['3\nSorcery', 'Arcane Comet\nDamaging a champion with an ability hurls a damaging comet at their location.', 'Nimbus Cloak\nAfter casting a Summoner Spell, gain a short Move Speed increase that allows you to pass through units.', 'Celerity\nAll Move Speed bonuses are 7% more effective on you and gain 1% Move Speed.', 'Scorch\nYour first damaging ability hit every 10s burns champions.', '2\nDomination', 'Taste of Blood\nHeal when you damage an enemy champion.', 'Ravenous Hunter\nUnique takedowns grant permanent Omnivamp.', 'Adaptive Force\n+9 Adaptive Force', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
201,"Rumble
Fighter
Mage","Games Played6895994
Pick Rate7.14%
Win Rate48%","['Hextech Rocketbelt', ""Zhonya's Hourglass"", 'Fiendish Codex', 'Hextech Alternator', 'Oblivion Orb', ""Sorcerer's Shoes"", 'Oracle Lens', 'Smite', 'Flash', '', '', '', '']","['5\nInspiration', 'First Strike\nWhen you initiate champion combat, deal 10% extra damage for 3 seconds and gain gold based on damage dealt.', 'Perfect Timing\nGain a free Commencing Stopwatch. After 14 minutes, it can be used for a one time Stasis effect.\n\nEach takedown you get shortens this timer by 120 seconds.', ""Future's Market\nYou can enter debt to buy items."", 'Cosmic Insight\n+18 Summoner Spell Haste\n+10 Item Haste', '3\nSorcery', 'Nimbus Cloak\nAfter casting a Summoner Spell, gain a short Move Speed increase that allows you to pass through units.', 'Transcendence\nGain bonuses upon reaching the following levels:\nLevel 5: +5 Ability Haste\nLevel 8: +5 Ability Haste\nLevel 11: On Champion takedown, reduce the remaining cooldown of basic abilities by 20%.', 'Scaling Cooldown Reduction\n+1-10% CDR (based on level)', 'Adaptive Force\n+9 Adaptive Force', 'Armor\n+6 Armor']"
